,0
5703,"['chicago', 'old', 'fray', 'lose', 'someone', 'get', 'spiral', 'machine', 'death', 'due', 'addiction', 'alcohol', 'night', 'party', 'return', 'balcony', 'home', 'stay', 'develop', 'nose', 'drug', 'fire', 'high', 'find', 'plane', 'head', 'hold', 'hazelden', 'foot', 'legendary', 'rehab', 'heart', 'addict', 'reluctant', 'take', 'step', 'deal', 'treatment', 'mouth', 'member', 'pack', 'john', 'derange', 'sexual', 'obsessive', 'unable', 'stop', 'master', 'roy', 'bipolar', 'disorder', 'mix', 'religious', 'delirium', 'clarinet', 'player', 'try', 'become', 'roommate', 'keep', 'contact', 'different', 'beautiful', 'fragile', 'young', 'daughter', 'good', 'trouble', 'emotional', 'learn', 'staff', 'supervisor', 'lincoln', 'psychologist', 'joanne', 'go', 'believe', 'life', 'live', 'past', 'time', 'call', 'former', 'brother', 'bob', 'jr', 'world', 'cross', 'new', 'redirect', 'james', 'leonard', 'help', 'friend', 'recovery', 'see', 'secret', 'love', 'name', 'fear', 'lillys', 'decision', 'change', 'forever']"
5704,"['luke', 'decide', 'give', 'family', 'face', 'emancipation', 'believe', 'complicate', 'social', 'awkwardness', 'various', 'take', 'attempt', 'attention', 'old', 'brother', 'imaginary', 'childhood', 'friend', 'daniel', 'confident', 'manipulative', 'young', 'world', 'go', 'help', 'raise', 'dark']"
5705,"['trap', 'engage', 'hospital', 'isolation', 'ward', 'overnight', 'injure', 'young', 'woman', 'escape', 'couple', 'criminal', 'man', 'evidence', 'implicate', 'murder', 'bullet', 'stage', 'veteran', 'cop', 'put', 'protect', 'protector', 'night', 'dangerous']"
5706,"['home', 'true', 'story', 'richard', 'jewell', 'security', 'guard', 'name', 'bomb', 'save', 'many', 'concert', 'centennial', 'olympic', 'park', 'summer', 'atlanta', 'georgia', 'find', 'suspect', 'fbi', 'push']"
5707,"['best', 'part', 'dead', 'freedom', 'fight', 'lurk', 'world', 'group', 'unknown', 'chosen', 'change', 'future', 'get', 'enigmatic', 'leader', 'code', 'make', 'sole', 'mission', 'control', 'boyfriend', 'think']"
5708,"['gretchen', 'carlson', 'fox', 'news', 'break', 'roger', 'pain', 'cause', 'say', 'sexual', 'harassment', 'someone', 'promise', 'chance', 'future', 'decision', 'lead', 'correspondent', 'megyn', 'fall', 'story', 'multiple', 'move', 'effort', 'world']"
5709,"['howard', 'ratner', 'go', 'successful', 'new', 'york', 'dealer', 'adventure', 'addiction', 'give', 'family', 'career', 'debt', 'see', 'future', 'big', 'look', 'believe', 'murder', 'rare', 'uncut', 'rock', 'ethiopian', 'interest', 'high', 'profile', 'buyer', 'take', 'win', 'force', 'make', 'cant', 'save', 'move']"
5710,"['home', 'real', 'hide', 'life', 'story', 'unknown', 'hero', 'bl', 'franz', 'jägerstätter', 'refuse', 'nazi', 'world', 'war', 'ii', 'austrian', 'peasant', 'farmer', 'face', 'threat', 'murder', 'betrayal', 'level', 'trust', 'love', 'wife', 'fani', 'save', 'heart', 'live']"
5711,"['historical', 'film', 'american', 'director', 'ericson', 'devote', 'big', 'mercy', 'race', 'open', 'leonhard', 'seppala', 'frank', 'togo', 'get', 'long', 'stage', 'relay']"
5712,"['super', 'spy', 'lance', 'sterling', 'scientist', 'walter', 'beckett', 'take', 'quiet', 'suave', 'debonair', 'want', 'social', 'design', 'make', 'awesome', 'epic', 'unexpected', 'become', 'whole', 'new', 'way', 'left', 'couple', 'cant', 'turn', 'team', 'world', 'danger']"
5713,"['civil', 'war', 'jo', 'march', 'saoirse', 'ronan', 'life', 'new', 'york', 'city', 'take', 'know', 'sister', 'florence', 'picture', 'paris', 'amy', 'chance', 'play', 'laurie', 'laurence', 'timothée', 'chalamet', 'childhood', 'crush', 'offer', 'refuse', 'old', 'sibling', 'meg', 'emma', 'watson', 'married', 'schoolteacher', 'shy', 'beth', 'eliza', 'scanlen', 'break', 'devastate', 'illness', 'family']"
5714,"['home', 'world', 'blockbuster', 'videogame', 'franchise', 'sega', 'sonic', 'hedgehog', 'story', 'quick', 'embrace', 'new', 'family', 'live', 'action', 'chance', 'comedy', 'best', 'friend', 'tom', 'marsden', 'team', 'fight', 'planet', 'evil', 'star', 'dr', 'jim', 'carrey', 'plan', 'domination', 'film', 'lead', 'tika', 'sumpter', 'ben', 'schwartz', 'part']"
5715,"['pull', 'story', 'tell', 'harley', 'quinn', 'narcissistic', 'villain', 'roman', 'sionis', 'zealous', 'good', 'deal', 'zsasz', 'order', 'young', 'daughter', 'make', 'ca', 'city', 'become', 'top', 'see', 'huntress', 'dark', 'canary', 'renee', 'montoyas', 'clash', 'unlikely', 'foursome', 'choice', 'team', 'take']"
5716,"['wife', 'end', 'dr', 'john', 'dolittle', 'robert', 'downey', 'jr', 'decide', 'hide', 'world', 'love', 'take', 'journey', 'secret', 'island', 'find', 'cure', 'tree', 'music', 'help', 'break', 'king', 'jessie', 'buckley', 'buckingham', 'castle']"
5717,"['film', 'come', 'cecilia', 'news', 'abusive', 'ex', 'suicide', 'get', 'make', 'life', 'sense', 'world', 'order', 'head', 'suspect', 'deceased', 'dead']"
5718,"['name', 'wild', 'vibrant', 'story', 'horse', 'big', 'kindhearted', 'frank', 'cross', 'st', 'scotch', 'collie', 'carefree', 'life', 'leisure', 'upset', 'steal', 'family', 'santa', 'clara', 'county', 'california', 'deliver', 'north', 'deal', 'skagway', 'alaska', 'take', 'dawson', 'city', 'yukon', 'gold', 'kick', 'hard', 'sled', 'high', 'involve', 'newcomer', 'team', 'saving', 'help', 'front', 'runner', 'rape', 'lose', 'give', 'time', 'force', 'fight', 'go', 'last', 'owner', 'john', 'thornton', 'proximity', 'arctic', 'round', 'look', 'key', 'culture', 'answer', 'professional']"
5719,"['suburban', 'fantasy', 'world', 'teenage', 'elf', 'ian', 'barley', 'lightfoot', 'get', 'journey', 'name', 'small', 'magic', 'give', 'order', 'spend', 'last', 'day', 'father', 'break', 'young', 'good', 'quest', 'meet', 'mysterious', 'impossible', 'son', 'brave', 'mom', 'laurel', 'make', 'escape', 'legendary', 'wing', 'lion', 'scorpion', 'old', 'warrior', 'manticore', 'find', 'perilous', 'magical', 'base', 'dream']"
5720,"['search', 'home', 'fall', 'cataclysmic', 'overprotective', 'prehistoric', 'patriarch', 'grug', 'lead', 'family', 'big', 'strange', 'hope', 'best', 'dangerous', 'world', 'try', 'get', 'eep', 'budding', 'romance', 'hit', 'seclude', 'eden', 'sight', 'stop', 'everything', 'attempt', 'see', 'verdant', 'heaven', 'engage', 'develop', 'phil', 'daughter', 'morning', 'boil', 'antagonistic', 'new', 'threaten', 'future', 'order', 'common', 'enemy', 'live', 'tell', 'story']"
5721,"['write', 'world', 'wonder', 'woman', 'god', 'amazon', 'warrior', 'princess', 'diana', 'themyscira', 'find', 'try', 'stay', 'radar', 'turn', 'archaeologist', 'smithsonian', 'museum', 'store', 'gay', 'original', 'captain', 'steve', 'trevor', 'etch', 'head', 'prince', 'get', 'drag', 'dark', 'conspiracy', 'transparent', 'gold', 'yellow', 'citrine', 'stone', 'heart', 'force', 'hungry', 'entrepreneur', 'maxwell', 'lord', 'good', 'old', 'friend', 'past', 'embark', 'video', 'barbara', 'minerva', 'insecure', 'gemologist', 'fellow', 'return', 'desire', 'deceit', 'greed', 'false', 'call', 'catapult', 'limelight', 'cataclysmic', 'fight', 'brink', 'vulnerable', 'deal', 'brutal', 'dilemma', 'mighty', 'save', 'man']"
5722,"['strange', 'massive', 'earthquake', 'drilling', 'place', 'bed', 'marianna', 'trench', 'scientific', 'crew', 'find', 'way', 'sea', 'base', 'threat', 'mysterious', 'pressure', 'dark', 'water', 'dangerous', 'constant', 'want', 'oxygen']"
5723,"['different', 'go', 'beauty', 'party', 'practical', 'want', 'realize', 'lot', 'live', 'lavish', 'lifestyle']"
5724,"['tell', 'story', 'extraordinary', 'experiment', 'get', 'ypsilanti', 'land', 'hospital', 'dr', 'alan', 'rock', 'deal', 'paranoid', 'schizophrenic', 'believe', 'jesus', 'christ', 'simple', 'revolutionary', 'treatment', 'take', 'force', 'order', 'way', 'present', 'comic', 'dramatic', 'nature', 'identity', 'empathy']"
5725,"['crime', 'thriller', 'mother', 'local', 'opioid', 'try', 'take', 'see', 'spiral', 'force', 'get', 'district']"
5726,"['inform', 'sudden', 'end', 'lose', 'composer', 'father', 'young', 'star', 'violinist', 'prove', 'fisher', 'freya', 'tingley', 'old', 'hall', 'use', 'live', 'last', 'turn', 'secret', 'music', 'account', 'cross', 'strange', 'help', 'vernais', 'simon', 'abkarian', 'agent', 'director', 'symbol', 'small', 'unlock', 'business', 'do', 'question', 'somber', 'plan', 'think', 'day', 'expect', 'name', 'sonata', 'head', 'heart', 'meet', 'dark', 'terrify']"
5727,"['inspire', 'true', 'film', 'come', 'ex', 'wife', 'nicole', 'brown', 'simpson', 'last', 'tragic', 'end', 'june', 'find', 'head', 'thought']"
5728,"['marcus', 'mike', 'present', 'new', 'career', 'midlife', 'join', 'make', 'elite', 'team', 'ammo', 'miami', 'police', 'department', 'take', 'ruthless', 'criminal', 'leader', 'drug', 'trust']"
5729,"['grace', 'crystal', 'fox', 'longtime', 'pillar', 'virginia', 'community', 'frame', 'ex', 'mistress', 'son', 'go', 'convince', 'best', 'friend', 'sarah', 'phylicia', 'rashad', 'order', 'start', 'big', 'strange', 'mehcad', 'brooks', 'surprise', 'second', 'love', 'woman', 'shot', 'new', 'husband', 'devastate', 'life', 'turn', 'many', 'sanity', 'shutter', 'cell', 'look', 'run', 'murder', 'hope', 'defense', 'rest', 'jasmine', 'bryant', 'bresha', 'webb', 'world', 'defender', 'try', 'face', 'co', 'lead', 'oscar', 'nominee', 'tyson', 'writerdirector', 'tyler', 'perry', 'return', 'mesmerize', 'thriller', 'make', 'unthinkable']"
5730,"['young', 'woman', 'stop', 'education', 'job', 'secret', 'tutor', 'rule', 'wealthy', 'heiress', 'witness', 'tragic', 'end', 'come', 'degenerate', 'brother', 'place', 'family', 'room', 'school', 'strange', 'unexplainable', 'home', 'get', 'suspect', 'story']"
5731,"['fall', 'political', 'staffer', 'department', 'defense', 'scott', 'huffman', 'open', 'job', 'investigate', 'quest', 'raise', 'prize', 'conspicuous', 'gallantry', 'airman', 'william', 'henry', 'pitsenbarger', 'kill', 'vietnam', 'recommend', 'downgrade', 'line', 'force', 'cross', 'brother', 'family', 'hall', 'meet', 'medal', 'care', 'career', 'face', 'see', 'convince', 'deserve', 'didnt']"
5732,"['ex', 'crew', 'member', 'john', 'henry', 'terry', 'quiet', 'world', 'wild', 'past', 'immigrant', 'move', 'old', 'south', 'los', 'leader', 'chris', 'ludacris', 'hit', 'life', 'force', 'settle', 'order', 'try', 'return', 'future']"
5733,"['gretel', 'hansel', 'live', 'countryside', 'mother', 'hard', 'cant', 'find', 'turn', 'place', 'stand', 'journey', 'dark', 'forest', 'get', 'home', 'good', 'sense', 'food', 'decide', 'stay', 'care', 'old', 'woman', 'fatigue', 'left', 'keep']"
5734,"['come', 'day', 'life', 'jane', 'julia', 'collect', 'late', 'college', 'graduate', 'aspire', 'film', 'producer', 'country', 'dream', 'job', 'junior', 'help', 'powerful', 'entertainment', 'power', 'much', 'work', 'coffee', 'change', 'newspaper', 'copy', 'car', 'place', 'lunch', 'order', 'trip', 'get', 'phone', 'onboarding', 'new', 'take', 'daily', 'turn', 'aware', 'step', 'face', 'accumulation', 'base', 'true', 'depth', 'system', 'embark']"
5735,"['year', 'old', 'son', 'belief', 'detective', 'town', 'way', 'add', 'best', 'friend', 'imaginary', 'pound', 'polar', 'expect']"
5736,"['sarah', 'isolate', 'store', 'employee', 'subject', 'party', 'horse', 'supernatural', 'crime', 'show', 'series', 'surreal', 'upend', 'simplicity', 'awaken', 'life', 'struggle', 'name', 'world', 'humorous', 'psychological', 'thriller', 'search', 'truth', 'abstract']"
5737,"['lara', 'jean', 'peter', 'take', 'relationship', 'make', 'official', 'recipient', 'old', 'love', 'video']"
5738,"['enigmatic', 'mr', 'roarke', 'take', 'secret', 'golden', 'get', 'true', 'grand', 'remote', 'tropical', 'haunt', 'become', 'nightmare', 'clear', 'order', 'escape']"
5739,"['renowned', 'photographer', 'christina', 'eames', 'leaf', 'estrange', 'daughter', 'mae', 'injure', 'wild', 'good', 'find', 'shoot', 'tuck', 'deposit', 'box', 'delve', 'former', 'life', 'investigation', 'lead', 'unexpected', 'romance', 'prove', 'journalist']"
5740,"['big', 'spy', 'woman', 'dream', 'adventurous', 'world', 'security', 'suburb']"
5741,"['story', 'family', 'home', 'countryside', 'son', 'jude', 'mother', 'liza', 'shock', 'unexpected', 'burglary', 'find', 'dirty', 'cold', 'porcelain', 'dame', 'name', 'everything', 'change', 'dark', 'way']"
5742,"['bromley', 'thinking', 'night', 'clerk', 'asperger', 'syndrome', 'woman', 'murder', 'change', 'bart', 'get', 'prize', 'suspect', 'police', 'investigation', 'close', 'take', 'personal', 'connection', 'beautiful', 'client', 'make', 'stop', 'real', 'killer', 'andrea', 'future', 'victim']"
5743,"['story', 'humiliate', 'high', 'school', 'mishap', 'place', 'impractical', 'road', 'compete', 'hide', 'camera', 'challenge', 'chance', 'become', 'clock', 'save']"
5744,"['story', 'violet', 'markey', 'finch', 'see', 'change', 'life', 'struggle', 'emotional', 'physical', 'get', 'name', 'small', 'base', 'something']"
5745,"['classic', 'story', 'peter', 'pan', 'reimagined', 'ragtag', 'epic', 'lose', 'secret', 'island', 'age', 'time', 'get', 'unglued', 'wendy', 'fight', 'save', 'family', 'joyous', 'heart', 'young', 'danger']"
5746,"['get', 'dead', 'end', 'programming', 'job', 'love', 'ex', 'girl', 'nova', 'spend', 'awaken', 'trap', 'scouring', 'internet', 'social', 'justice', 'troll', 'give', 'anonymous', 'carry', 'objectionable', 'subject', 'online', 'cyber', 'crew', 'name', 'skizm', 'move', 'ultra', 'wild', 'game', 'city', 'fight', 'entertainment', 'interview', 'good', 'ensure', 'abuse', 'mad', 'find', 'kidnap', 'throw', 'force', 'gun', 'rage', 'escape', 'lunatic', 'big', 'check', 'huge', 'bolt', 'care', 'unstoppable', 'opponent', 'life', 'threaten', 'take', 'alive', 'part', 'stop', 'master', 'daughter']"
5747,"['try', 'communist', 'russia', 'escape', 'siberian', 'gulag', 'film', 'tell', 'story', 'teenage', 'daughter', 'irena', 'zielinska', 'join', 'born', 'leader', 'janusz', 'weiszczek', 'pole', 'sentence', 'ensure', 'torture', 'wife', 'spend', 'much', 'young', 'love', 'live', 'wild', 'hide', 'snowstorm', 'cynical', 'american', 'mr', 'smith', 'russian', 'tough', 'valka', 'comedic', 'accountant', 'zoran', 'pastry', 'chef', 'tomasz', 'horodinsky', 'run', 'priest', 'andrejs', 'finish', 'kazik', 'night', 'blindness', 'face', 'block', 'food', 'water', 'abandon', 'many', 'moral', 'ethical', 'dilemma', 'journey', 'freedom']"
5748,"['spenser', 'cross', 'wahlberg', 'ex', 'cop', 'love', 'work', 'trouble', 'clear', 'take', 'prison', 'give', 'boston', 'good', 'start', 'rope', 'aid', 'old', 'box', 'manager', 'mentor', 'henry', 'alan', 'call', 'amateur', 'hawk', 'winston', 'duke', 'brash', 'nonsense', 'mma', 'hero', 'convince', 'hell', 'opponent', 'become', 'murder', 'mouth', 'girl', 'cissy', 'iliza', 'shlesinger', 'help', 'investigate', 'get', 'justice', 'inspire', 'robert', 'b', 'wonderland', 'best', 'deal', 'novel', 'star']"
5749,"['revolutionary', 'bernard', 'garrett', 'anthony', 'mackie', 'joe', 'morris', 'samuel', 'l', 'jackson', 'daring', 'bad', 'plan', 'take', 'racist', 'organization', 'aid', 'african', 'follow', 'american', 'dream', 'garretts', 'wife', 'eunice', 'turn', 'year', 'white', 'world', 'matt', 'steiner', 'hoult', 'beat', 'deep', 'privilege', 'face', 'burgeon', 'real', 'land', 'trust', 'empire', 'janitor', 'chauffeur', 'success', 'run', 'care', 'federal', 'government', 'everything', 'make']"
5750,"['ambitious', 'art', 'critic', 'figueras', 'coming', 'wealthy', 'collector', 'joseph', 'cassidy', 'proposition', 'reclusive', 'artist', 'jerome', 'debney', 'know', 'land', 'secure', 'think', 'picture', 'take', 'question', 'something', 'set', 'help', 'figuerass', 'career', 'mother', 'obsession']"
5751,"['backdrop', 'impossible', 'domestic', 'ennui', 'easy', 'talk', 'old', 'saleswoman', 'newlywed', 'housewife', 'hunter', 'struggle', 'unfold', 'order', 'cage', 'lavish', 'immaculate', 'modernist', 'new', 'york', 'seem', 'sad', 'see', 'control', 'family', 'compliance', 'become', 'submission', 'respect', 'obsession', 'compulsive', 'eating', 'disorder', 'take', 'accept', 'nutritive', 'get', 'dangerous', 'addiction', 'separate', 'defend', 'false', 'fleet', 'sense', 'force', 'save']"
5752,"['loner', 'prepare', 'john', 'magaro', 'trip', 'west', 'join', 'group', 'fur', 'oregon', 'district', 'find', 'connection', 'chinese', 'immigrant', 'orion', 'collaborate', 'job', 'longevity', 'reliant', 'participation', 'wealthy', 'prize', 'milk', 'cow']"
5753,"['ray', 'garrison', 'soldier', 'kill', 'struggle', 'get', 'life', 'raise', 'technology', 'return', 'power', 'super', 'human', 'force', 'cure', 'new', 'world', 'wife', 'least', 'belief', 'take', 'everything', 'trust', 'true', 'head']"
5754,"['lucas', 'kindergarten', 'teacher', 'take', 'big', 'care', 'young', 'move', 'vision', 'rest', 'able', 'see', 'get', 'outcast', 'town', 'search', 'raise', 'innocence', 'good']"
5755,"['true', 'life', 'story', 'christian', 'music', 'lead', 'jeremy', 'pack', 'journey', 'love', 'release', 'raise', 'hope']"
5756,"['mari', 'nominee', 'amy', 'ryan', 'daughter', 'disappear', 'police', 'inaction', 'investigation', 'gate', 'long', 'island', 'community', 'shannan', 'last', 'find', 'search', 'get', 'care', 'dozen', 'murder', 'sex', 'world', 'leave', 'academy', 'prize', 'make', 'filmmaker', 'liz', 'garbus', 'lose', 'inspire', 'true', 'particular', 'robert', 'unsolved', 'american', 'secret', 'premiere', 'sundance', 'film', 'festival']"
5757,"['leo', 'borlock', 'graham', 'verchere', 'ordinary', 'student', 'mica', 'high', 'school', 'take', 'enough', 'member', 'edge', 'set', 'subject', 'flee', 'radar', 'stargirl', 'grace', 'vanderwaal', 'confident', 'colorful', 'new', 'penchant', 'ukulele', 'base', 'push', 'kind', 'find', 'magic', 'routine', 'life', 'simple', 'eccentricity', 'infectious', 'personality', 'charm', 'body', 'get', 'cut', 'ridicule', 'praise', 'air', 'roll', 'coaster', 'drive', 'celebration', 'identity', 'kindness', 'force', 'human', 'heart', 'head', 'julia', 'hart', 'screenplay', 'kristin', 'hahn', 'jordan', 'horowitz', 'home', 'novel', 'jerry', 'spinelli', 'film', 'singersongwriter', 'debut', 'karan', 'brar', 'maximiliano', 'hernandez', 'darby', 'stanchfield', 'giancarlo', 'esposito', 'ellen', 'goldsmith', 'vein', 'pga', 'lee', 'stollman', 'jim', 'eddie', 'gamarra', 'catherine', 'hardwicke', 'jonathan', 'levin', 'executive']"
5758,"['suburban', 'teenager', 'get', 'age', 'destructive', 'guidance', 'best', 'friend', 'aimless', 'college', 'dropout']"
5759,"['hannah', 'shy', 'songwriter', 'friend', 'respect', 'book', 'producer', 'theo', 'ross', 'pass', 'medication', 'schizophrenia', 'exchange', 'group', 'help', 'place', 'psychiatric', 'facility', 'track', 'colorful', 'glamour', 'grit', 'los', 'rock', 'north', 'cast', 'bed', 'story', 'unknown']"
